serial number,comment,demojized_comment,cleaned_comment,lemmatized_tokens,sentiment_vader,sentiment_textblob,sentiment_transformer,transformer_score,keywords_rake,keywords_yake,keywords_tfidf
175,"Storage unit - Distributed System and maintains backup 
Mapreduce - Splits and process the data
YARN - Yet another resources negotiator
- Resource manager, node manager, application master","Storage unit - Distributed System and maintains backup 
Mapreduce - Splits and process the data
YARN - Yet another resources negotiator
- Resource manager, node manager, application master",storage unit distributed system and maintains backup mapreduce splits and process the data yarn yet another resources negotiator resource manager node manager application master,"['storage', 'unit', 'distribute', 'system', 'maintain', 'backup', 'mapreduce', 'split', 'process', 'datum', 'yarn', 'yet', 'another', 'resource', 'negotiator', 'resource', 'manager', 'node', 'manager', 'application', 'master']",Neutral,Negative,NEGATIVE,0.9944361448287964,"['data yarn yet another resources negotiator resource manager node manager application master', 'storage unit distributed system', 'maintains backup mapreduce splits', 'process']","['storage', 'master', 'manager', 'unit', 'distributed', 'system', 'maintains', 'backup', 'mapreduce', 'splits']","['process', 'storage', 'node', 'data']"
176,All answers is correct.,All answers is correct.,all answers is correct,"['answer', 'correct']",Neutral,Neutral,POSITIVE,0.9996944665908812,"['correct', 'answers']","['correct', 'answers']","['answers', 'correct']"
177,Replications are done to C)  ensure fault tolerance.,Replications are done to C)  ensure fault tolerance.,replications are done to c ensure fault tolerance,"['replication', 'do', 'c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9716432094573976,"['c ensure fault tolerance', 'replications', 'done']","['replications', 'tolerance', 'ensure', 'fault']","['ensure', 'tolerance', 'fault']"
178,wonderful video for  beginners like me. Thanks a ton...I think the answer of the question is option c: ensure fault tolerance,wonderful video for  beginners like me. Thanks a ton...I think the answer of the question is option c: ensure fault tolerance,wonderful video for beginners like me thanks a toni think the answer of the question is option c: ensure fault tolerance,"['wonderful', 'video', 'beginner', 'like', 'thank', 'toni', 'think', 'answer', 'question', 'option', 'c', ':', 'ensure', 'fault', 'tolerance']",Positive,Positive,POSITIVE,0.9989131689071656,"['ensure fault tolerance', 'wonderful video', 'toni think', 'option c', 'beginners like', 'thanks', 'question', 'answer']","['wonderful', 'ensure', 'tolerance', 'video', 'beginners', 'toni', 'answer', 'question', 'option', 'fault']","['wonderful', 'think', 'like', 'question', 'thanks', 'video', 'option', 'ensure', 'answer', 'tolerance']"
179,well explained ...useful,well explained ...useful,well explained useful,"['well', 'explain', 'useful']",Positive,Positive,POSITIVE,0.9993897676467896,['well explained useful'],['explained'],"['useful', 'explained']"
180,best explanation!!! thanks a lot!,best explanation!!! thanks a lot!,best explanation thanks a lot,"['good', 'explanation', 'thank', 'lot']",Positive,Positive,POSITIVE,0.9996246099472046,"['best explanation thanks', 'lot']","['lot', 'explanation']","['best', 'lot', 'explanation', 'thanks']"
181,e) All of the above... but mainly c)ensures fault tolerance.,e) All of the above... but mainly c)ensures fault tolerance.,e all of the above but mainly censures fault tolerance,"['e', 'mainly', 'censure', 'fault', 'tolerance']",Negative,Positive,NEGATIVE,0.9950979351997375,"['mainly censures fault tolerance', 'e']","['tolerance', 'censures', 'fault']","['censures', 'tolerance', 'fault']"
182,Thanks a lot. 🎉🎉,Thanks a lot.  party_popper  party_popper ,thanks a lot party_popper party_popper,"['thank', 'lot', 'party_popper', 'party_popper']",Positive,Positive,POSITIVE,0.9988545179367064,"['lot party_popper party_popper', 'thanks']","['party', 'popper', 'lot']","['lot', 'thanks']"
183,"Answer is Option (C)-Ensures Fault Tolerance.
It replicates data on 3 different nodes ,if any node crashes data can be retrieved from another node. I have one question- Since it replicates same data over 3 different nodes ,we required more storage space which comes with additional cost. Is there is any specific method which can be used to reduce this cost  ?","Answer is Option (C)-Ensures Fault Tolerance.
It replicates data on 3 different nodes ,if any node crashes data can be retrieved from another node. I have one question- Since it replicates same data over 3 different nodes ,we required more storage space which comes with additional cost. Is there is any specific method which can be used to reduce this cost  ?",answer is option censures fault tolerance it replicates data on different nodes if any node crashes data can be retrieved from another node i have one question since it replicates same data over different nodes we required more storage space which comes with additional cost is there is any specific method which can be used to reduce this cost,"['answer', 'option', 'censure', 'fault', 'tolerance', 'replicate', 'data', 'different', 'nodes', 'node', 'crash', 'datum', 'retrieve', 'another', 'node', 'one', 'question', 'since', 'replicate', 'data', 'different', 'node', 'require', 'storage', 'space', 'come', 'additional', 'cost', 'specific', 'method', 'use', 'reduce', 'cost']",Negative,Positive,NEGATIVE,0.998855710029602,"['option censures fault tolerance', 'one question since', 'node crashes data', 'another node', 'storage space', 'specific method', 'different nodes', 'different nodes', 'replicates data', 'additional cost']","['replicates', 'data', 'cost', 'answer', 'nodes', 'node', 'option', 'censures', 'fault', 'tolerance']","['cost', 'data', 'different', 'nodes', 'node', 'reduce', 'crashes', 'storage', 'used', 'censures']"
184,The answer is C which is to ensure fault tolerance.,The answer is C which is to ensure fault tolerance.,the answer is c which is to ensure fault tolerance,"['answer', 'c', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.9823933839797974,"['ensure fault tolerance', 'c', 'answer']","['tolerance', 'answer', 'ensure', 'fault']","['ensure', 'answer', 'tolerance', 'fault']"
185,"The answer is c), just as mentioned earlier in the video.
Also, the video is really helpful and brief, thx!","The answer is c), just as mentioned earlier in the video.
Also, the video is really helpful and brief, thx!",the answer is c just as mentioned earlier in the video also the video is really helpful and brief thx,"['answer', 'c', 'mention', 'early', 'video', 'also', 'video', 'really', 'helpful', 'brief', 'thx']",Positive,Positive,POSITIVE,0.997494339942932,"['really helpful', 'mentioned earlier', 'brief thx', 'video also', 'video', 'c', 'answer']","['video', 'thx', 'answer', 'mentioned', 'earlier', 'helpful']","['video', 'helpful', 'just', 'really', 'answer']"
186,"Advantage of the 3x replication schema in HDFS is  ""Ensure fault tolerance"".","Advantage of the 3x replication schema in HDFS is  ""Ensure fault tolerance"".",advantage of the x replication schema in hdfs is ensure fault tolerance,"['advantage', 'x', 'replication', 'schema', 'hdfs', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.5421041250228882,"['x replication schema', 'ensure fault tolerance', 'hdfs', 'advantage']","['advantage', 'tolerance', 'replication', 'schema', 'hdfs', 'ensure', 'fault']","['advantage', 'schema', 'hdfs', 'replication', 'ensure', 'tolerance', 'fault']"
187,nicely explained and cool diagrams . Thanks,nicely explained and cool diagrams . Thanks,nicely explained and cool diagrams thanks,"['nicely', 'explain', 'cool', 'diagram', 'thank']",Positive,Positive,POSITIVE,0.9998612403869628,"['cool diagrams thanks', 'nicely explained']","['nicely', 'explained', 'cool', 'diagrams']","['explained', 'thanks']"
188,"Great Video, the answer to the quiz is C) Ensures fault tolerance.","Great Video, the answer to the quiz is C) Ensures fault tolerance.",great video the answer to the quiz is c ensures fault tolerance,"['great', 'video', 'answer', 'quiz', 'c', 'ensure', 'fault', 'tolerance']",Positive,Positive,POSITIVE,0.9929705262184144,"['c ensures fault tolerance', 'great video', 'quiz', 'answer']","['great', 'tolerance', 'video', 'answer', 'quiz', 'ensures', 'fault']","['quiz', 'great', 'video', 'ensures', 'answer', 'tolerance', 'fault']"
189,"Answer: C) Ensures fault tolerance
Great and really informative video!!!","Answer: C) Ensures fault tolerance
Great and really informative video!!!",answer: c ensures fault tolerance great and really informative video,"['answer', ':', 'c', 'ensure', 'fault', 'tolerance', 'great', 'really', 'informative', 'video']",Positive,Positive,POSITIVE,0.99789559841156,"['c ensures fault tolerance great', 'really informative video', 'answer']","['answer', 'video', 'ensures', 'fault', 'tolerance', 'great', 'informative']","['informative', 'really', 'great', 'video', 'ensures', 'answer', 'tolerance', 'fault']"
190,"I think I will prefer this kind of animation over the traditional slide show explanation , good work @simplilearn and will be looking forward for these kind of video's","I think I will prefer this kind of animation over the traditional slide show explanation , good work @simplilearn and will be looking forward for these kind of video's",i think i will prefer this kind of animation over the traditional slide show explanation good work simplilearn and will be looking forward for these kind of videos,"['think', 'prefer', 'kind', 'animation', 'traditional', 'slide', 'show', 'explanation', 'good', 'work', 'simplilearn', 'look', 'forward', 'kind', 'video']",Positive,Positive,POSITIVE,0.9993840456008912,"['traditional slide show explanation good work simplilearn', 'looking forward', 'videos', 'think', 'prefer', 'kind', 'kind', 'animation']","['kind', 'videos', 'prefer', 'animation', 'traditional', 'slide', 'show', 'explanation', 'good', 'work']","['kind', 'looking', 'think', 'work', 'videos', 'good', 'explanation']"
191,u saved me from 100 page ppts before exam,u saved me from 100 page ppts before exam,u saved me from page ppts before exam,"['u', 'save', 'page', 'ppt', 'exam']",Positive,Neutral,NEGATIVE,0.9931955337524414,"['u saved', 'page ppts', 'exam']","['exam', 'saved', 'page', 'ppts']",[]
192,advantage of replication scheme in hadoop is that it ensures fault tolerance,advantage of replication scheme in hadoop is that it ensures fault tolerance,advantage of replication scheme in hadoop is that it ensures fault tolerance,"['advantage', 'replication', 'scheme', 'hadoop', 'ensure', 'fault', 'tolerance']",Positive,Neutral,POSITIVE,0.944761037826538,"['ensures fault tolerance', 'replication scheme', 'hadoop', 'advantage']","['advantage', 'tolerance', 'replication', 'scheme', 'hadoop', 'ensures', 'fault']","['advantage', 'replication', 'hadoop', 'ensures', 'tolerance', 'fault']"
193,Amazing good job,Amazing good job,amazing good job,"['amazing', 'good', 'job']",Positive,Positive,POSITIVE,0.9998670816421508,['amazing good job'],"['amazing', 'job', 'good']","['good', 'amazing']"
194,awesome video,awesome video,awesome video,"['awesome', 'video']",Positive,Positive,POSITIVE,0.999868631362915,['awesome video'],"['awesome', 'video']","['awesome', 'video']"
195,thanks for shairng,thanks for shairng,thanks for shairng,"['thank', 'shairng']",Positive,Positive,POSITIVE,0.9993804693222046,"['thanks', 'shairng']",['shairng'],['thanks']
196,"it should be option C. Ensures fault tolerance, cause if one goes down other replicas takes place.","it should be option C. Ensures fault tolerance, cause if one goes down other replicas takes place.",it should be option c ensures fault tolerance cause if one goes down other replicas takes place,"['option', 'c', 'ensure', 'fault', 'tolerance', 'cause', 'one', 'go', 'replicas', 'take', 'place']",Negative,Negative,NEGATIVE,0.9865573048591614,"['option c ensures fault tolerance cause', 'replicas takes place', 'one goes']","['place', 'option', 'ensures', 'fault', 'tolerance', 'replicas']","['option', 'ensures', 'tolerance', 'fault']"
197,The advantage of the 3x replication schema in HDFS is Option C: to Ensure fault tolerance.,The advantage of the 3x replication schema in HDFS is Option C: to Ensure fault tolerance.,the advantage of the x replication schema in hdfs is option c: to ensure fault tolerance,"['advantage', 'x', 'replication', 'schema', 'hdfs', 'option', 'c', ':', 'ensure', 'fault', 'tolerance']",Positive,Neutral,NEGATIVE,0.966627597808838,"['x replication schema', 'ensure fault tolerance', 'option c', 'hdfs', 'advantage']","['tolerance', 'advantage', 'replication', 'schema', 'hdfs', 'option', 'ensure', 'fault']","['advantage', 'schema', 'hdfs', 'replication', 'option', 'ensure', 'tolerance', 'fault']"
198,The answer to the question is : Ensure fault tolerance. Thank you for the video it was very informative,The answer to the question is : Ensure fault tolerance. Thank you for the video it was very informative,the answer to the question is : ensure fault tolerance thank you for the video it was very informative,"['answer', 'question', ':', 'ensure', 'fault', 'tolerance', 'thank', 'video', 'informative']",Positive,Positive,POSITIVE,0.9907768964767456,"['ensure fault tolerance thank', 'video', 'question', 'informative', 'answer']","['ensure', 'informative', 'answer', 'question', 'fault', 'tolerance', 'video']","['informative', 'question', 'thank', 'video', 'ensure', 'answer', 'tolerance', 'fault']"
199,Just saved me a lot of stress going through all the slides from the academy. Amazing! tnxx,Just saved me a lot of stress going through all the slides from the academy. Amazing! tnxx,just saved me a lot of stress going through all the slides from the academy amazing tnxx,"['save', 'lot', 'stress', 'go', 'slide', 'academy', 'amazing', 'tnxx']",Positive,Positive,POSITIVE,0.6866590976715088,"['academy amazing tnxx', 'stress going', 'slides', 'saved', 'lot']","['tnxx', 'saved', 'lot', 'stress', 'slides', 'academy', 'amazing']","['slides', 'just', 'lot', 'amazing']"
200,The advantage of 3x replication is to ensure fault tolerance in case of node crashing,The advantage of 3x replication is to ensure fault tolerance in case of node crashing,the advantage of x replication is to ensure fault tolerance in case of node crashing,"['advantage', 'x', 'replication', 'ensure', 'fault', 'tolerance', 'case', 'node', 'crash']",Positive,Neutral,NEGATIVE,0.5316829681396484,"['ensure fault tolerance', 'x replication', 'node crashing', 'case', 'advantage']","['crashing', 'advantage', 'replication', 'ensure', 'fault', 'tolerance', 'case', 'node']","['node', 'advantage', 'replication', 'ensure', 'tolerance', 'fault']"
